flow_kbps_mean,frame_rate,id_entropy,replay_ratio,fuzzy_ratio,spoof_ratio,error_ratio,inter_arrival_cv,burst_score,uds_ratio,payload_entropy,label
115.5813,652,0.6295,0.0315,0.0,0.0258,0.0046,0.1315,0.2102,0.0426,0.3642,安全
118.7582,677,0.7312,0.0033,0.0096,0.1479,0.1035,0.1637,0.3875,0.0179,0.432,安全
200.5193,833,0.3765,0.0,0.0,0.2748,0.0923,0.3334,0.2642,0.0945,0.6017,安全
154.5071,882,0.5582,0.0,0.0132,0.1537,0.002,0.2201,0.2407,0.0402,0.4288,安全
166.8534,576,0.5748,0.0136,0.0077,0.0277,0.014,0.2748,0.1916,0.0285,0.4497,安全
126.6508,724,0.731,0.0032,0.0181,0.0093,0.0271,0.1442,0.3295,0.0095,0.4627,安全
168.376,743,0.6944,0.0227,0.0035,0.0118,0.0299,0.3012,0.3096,0.089,0.2913,安全
186.4468,576,0.6545,0.1483,0.0281,0.4009,0.1567,0.2963,0.1787,0.1806,0.5034,安全
125.3805,679,0.5522,0.0078,0.0015,0.0318,0.0159,0.2407,0.1562,0.0617,0.4476,安全
83.7277,750,0.7741,0.0055,0.0038,0.0307,0.0209,0.2449,0.4327,0.0174,0.5099,安全
207.8076,783,0.7715,0.2582,0.0331,0.0,0.0016,0.3384,0.369,0.1239,0.3353,安全
115.2296,652,0.7124,0.0312,0.0058,0.0235,0.0021,0.1151,0.1753,0.0444,0.5613,安全
103.9885,690,0.7628,0.0323,0.0,0.0341,0.0113,0.1827,0.2951,0.0419,0.5733,安全
106.6403,1064,0.559,0.0685,0.0,0.3097,0.0305,0.196,0.376,0.1225,0.3995,安全
148.3459,699,0.7302,0.0049,0.0065,0.0202,0.0044,0.2842,0.2677,0.0338,0.544,安全
151.7519,713,0.556,0.0328,0.0141,0.0366,0.0154,0.1164,0.223,0.0438,0.3437,安全
137.1237,585,0.7162,0.0476,0.0188,0.0081,0.0017,0.1941,0.2492,0.0185,0.4018,安全
177.8425,982,0.5967,0.0626,0.0035,0.4424,0.0744,0.5818,0.3751,0.0944,0.2456,欺骗
86.0004,725,0.7844,0.0453,0.0206,0.0079,0.0043,0.0795,0.2297,0.0753,0.5673,安全
142.4331,658,0.6565,0.044,0.0051,0.0138,0.0293,0.2233,0.2793,0.0112,0.3946,安全
143.6016,672,0.671,0.0301,0.004,0.0296,0.0203,0.2156,0.1752,0.0107,0.4031,安全
185.1721,733,0.748,0.0242,0.0054,0.0071,0.0262,0.1684,0.3553,0.0641,0.4402,安全
148.0799,768,0.7333,0.0116,0.0253,0.0146,0.0127,0.2398,0.1459,0.0751,0.2706,安全
171.2868,586,0.8483,0.0329,0.0116,0.0305,0.0198,0.1876,0.1026,0.0317,0.3755,安全
113.3424,669,0.7419,0.0091,0.0031,0.0208,0.0156,0.0889,0.116,0.0559,0.2852,安全
128.6598,763,0.6929,0.0,0.0104,0.0507,0.0,0.0508,0.05,0.0853,0.4608,安全
115.1256,702,0.6703,0.0091,0.0265,0.029,0.0168,0.2129,0.1109,0.0178,0.5686,安全
113.2361,680,0.7795,0.0329,0.0089,0.0118,0.0049,0.251,0.1791,0.0353,0.2915,安全
202.5892,994,0.3701,0.339,0.0456,0.0284,0.0741,0.4688,0.1313,0.1154,0.6441,安全
111.7593,678,0.7255,0.0175,0.0186,0.0086,0.0016,0.0846,0.2234,0.0217,0.4775,安全
92.7164,576,0.8067,0.0091,0.007,0.004,0.0156,0.0603,0.3106,0.0416,0.3109,安全
116.4056,813,0.6431,0.0104,0.003,0.0398,0.0184,0.1323,0.285,0.0711,0.3688,安全
143.5844,724,0.7338,0.0321,0.0216,0.0244,0.0027,0.2398,0.3698,0.0511,0.4444,安全
150.558,714,0.629,0.0001,0.0,0.0166,0.021,0.1505,0.3158,0.0537,0.4766,安全
139.758,733,0.9045,0.0311,0.0004,0.0147,0.0184,0.2351,0.3265,0.0446,0.4163,安全
180.0982,680,0.654,0.0311,0.0044,0.0147,0.0138,0.1166,0.2321,0.0233,0.6009,安全
120.6337,617,0.8411,0.0398,0.0055,0.0216,0.0156,0.3173,0.4066,0.0599,0.3828,安全
209.0684,805,0.6414,0.0,0.0016,0.2806,0.0419,0.3014,0.4074,0.0531,0.4656,安全
138.2649,762,0.5252,0.0297,0.005,0.0102,0.021,0.2504,0.252,0.0335,0.4734,安全
138.4423,700,0.5813,0.1345,0.0247,0.0519,0.0297,0.0982,0.3221,0.1027,0.3095,安全
112.7747,658,0.8772,0.0169,0.0188,0.0158,0.0083,0.2375,0.2825,0.0162,0.3684,安全
100.1026,773,0.6243,0.0182,0.0189,0.0027,0.0176,0.254,0.2816,0.0664,0.54,安全
114.1436,654,0.7555,0.0292,0.0041,0.0186,0.0,0.1015,0.1678,0.0,0.3816,安全
113.2533,669,0.7864,0.0222,0.0254,0.0051,0.0002,0.2301,0.2464,0.0496,0.372,安全
137.7574,652,0.7483,0.0189,0.0,0.0104,0.0,0.1867,0.1735,0.0504,0.3637,安全
139.7975,746,0.7039,0.0182,0.0256,0.0188,0.0,0.293,0.2062,0.0369,0.3699,安全
102.6316,761,0.9267,0.0155,0.0,0.0,0.0142,0.052,0.1803,0.0694,0.4756,安全
154.2903,686,0.7978,0.1683,0.0,0.0868,0.0606,0.1788,0.1021,0.0523,0.3068,安全
166.1823,733,0.7867,0.0029,0.0133,0.0489,0.0227,0.1308,0.1436,0.0435,0.4204,安全
113.9307,746,0.7455,0.0229,0.0,0.0179,0.0108,0.1106,0.1668,0.0466,0.4417,安全
80.0,708,0.8222,0.0156,0.0093,0.0077,0.0,0.0697,0.099,0.0496,0.4005,安全
155.7169,900,0.6348,0.0353,0.0,0.1653,0.0001,0.1482,0.4018,0.0272,0.4942,重放
136.8251,614,0.9427,0.0231,0.0009,0.0188,0.0124,0.0684,0.2772,0.0584,0.2821,安全
165.3416,590,0.7189,0.0359,0.0045,0.0131,0.0155,0.0956,0.1943,0.0167,0.4816,安全
139.078,664,0.5799,0.0185,0.0121,0.0129,0.0273,0.1276,0.1149,0.0373,0.4032,安全
131.8671,734,0.7554,0.0384,0.0106,0.0204,0.012,0.1643,0.1857,0.0182,0.5402,安全
152.7798,664,0.7421,0.011,0.0102,0.018,0.0,0.1544,0.1888,0.0758,0.4177,安全
103.8781,679,0.6137,0.0071,0.0,0.0379,0.0304,0.2549,0.3749,0.066,0.541,安全
104.8708,661,0.7215,0.0307,0.0271,0.0324,0.0039,0.2196,0.1198,0.0395,0.4309,安全
157.6109,709,0.7783,0.0393,0.0074,0.0236,0.0048,0.2827,0.1814,0.0285,0.3738,安全
115.9444,713,0.4578,0.0033,0.0464,0.0283,0.0141,0.1408,0.3338,0.0365,0.4365,安全
116.7102,678,0.7377,0.0166,0.0167,0.0375,0.0013,0.1576,0.0988,0.0415,0.6439,安全
133.9298,705,0.5461,0.2605,0.0085,0.0875,0.0419,0.252,0.3259,0.0,0.491,安全
147.4176,1000,0.811,0.0859,0.0,0.3103,0.0555,0.432,0.2467,0.0778,0.5659,安全
134.5016,767,0.8049,0.0447,0.0021,0.0208,0.01,0.134,0.1766,0.0354,0.399,安全
142.1801,706,0.6533,0.0141,0.0055,0.02,0.0159,0.1658,0.1776,0.0131,0.4616,安全
110.1142,704,0.6052,0.019,0.0158,0.031,0.015,0.1938,0.3383,0.0978,0.3435,安全
108.1616,618,0.7295,0.008,0.0066,0.0331,0.0465,0.0637,0.2374,0.0007,0.6374,安全
132.9605,662,0.6686,0.0098,0.0013,0.0263,0.0188,0.1257,0.1339,0.0468,0.4413,安全
155.9528,721,0.548,0.2928,0.0027,0.0974,0.059,0.1769,0.4549,0.0491,0.1172,安全
145.7429,699,0.6574,0.0323,0.0057,0.0187,0.0101,0.1491,0.2907,0.0389,0.4287,安全
139.0875,712,0.4996,0.3049,0.0577,0.0595,0.0,0.2831,0.5128,0.1022,0.3164,安全
114.6567,608,0.6888,0.0289,0.0126,0.0137,0.009,0.1873,0.1769,0.0023,0.5461,安全
160.8842,768,0.8525,0.0138,0.0304,0.0067,0.0158,0.1202,0.2349,0.0183,0.5374,安全
103.0314,687,0.7034,0.0406,0.0198,0.0248,0.0169,0.151,0.3065,0.0249,0.424,安全
132.3911,790,0.7121,0.0242,0.0203,0.0364,0.0318,0.2105,0.1964,0.0324,0.427,安全
154.9389,732,0.7429,0.0135,0.0089,0.0074,0.0063,0.2454,0.2556,0.0501,0.1841,安全
109.7549,684,0.6396,0.0249,0.013,0.0068,0.0284,0.1333,0.2729,0.0438,0.4958,安全
140.1232,675,0.7514,0.0155,0.0029,0.0143,0.0213,0.2125,0.2473,0.0144,0.4605,安全
158.2203,652,0.6191,0.0279,0.0136,0.014,0.0,0.1714,0.1165,0.0,0.3929,安全
105.4384,761,0.7745,0.0209,0.0,0.0084,0.026,0.0513,0.14,0.0697,0.4772,安全
179.658,781,0.6761,0.0208,0.0063,0.0205,0.0143,0.2275,0.3764,0.0239,0.5674,安全
168.604,662,0.8133,0.0498,0.0181,0.0144,0.0112,0.1354,0.3005,0.044,0.3541,安全
137.9933,625,0.7147,0.011,0.0,0.0251,0.0051,0.1042,0.2348,0.0081,0.5256,安全
162.831,810,0.6489,0.0497,0.0218,0.2508,0.0015,0.1913,0.2725,0.0898,0.2336,安全
139.2841,669,0.7878,0.0069,0.0169,0.0,0.0284,0.2172,0.3031,0.0307,0.5297,安全
173.8874,656,0.6081,0.0299,0.0207,0.0231,0.014,0.2359,0.2896,0.0456,0.2421,安全
138.7174,667,0.6266,0.0067,0.0004,0.013,0.0065,0.2832,0.198,0.0351,0.3944,安全
106.9036,740,0.7939,0.0364,0.0223,0.0341,0.003,0.2339,0.2312,0.0183,0.2833,安全
138.9113,724,0.7755,0.0116,0.0217,0.0518,0.011,0.2819,0.1573,0.0725,0.3278,安全
118.1408,708,0.6572,0.0126,0.0167,0.007,0.0278,0.1909,0.2132,0.0316,0.4378,安全
121.2579,770,0.8175,0.0279,0.0,0.0277,0.0116,0.2548,0.1418,0.0074,0.4843,安全
160.2842,684,0.6873,0.0158,0.0,0.0311,0.0213,0.1918,0.1618,0.0595,0.4173,安全
159.9035,609,0.6532,0.1183,0.0,0.0196,0.0,0.2416,0.1256,0.0644,0.2022,安全
120.5175,642,0.7329,0.0033,0.0152,0.0159,0.0195,0.2064,0.2537,0.0573,0.3034,安全
138.3847,681,0.6534,0.0399,0.0162,0.0294,0.0144,0.3137,0.2768,0.0,0.5769,安全
111.5407,675,0.7978,0.0387,0.0141,0.0166,0.0035,0.2581,0.2895,0.0261,0.413,安全
130.559,624,0.6621,0.0192,0.0105,0.0231,0.0152,0.2159,0.3534,0.0641,0.4779,安全
129.8084,691,0.7602,0.0227,0.0411,0.0,0.0178,0.3234,0.0604,0.0627,0.3935,安全
83.0792,735,0.6695,0.1599,0.0004,0.0183,0.0306,0.1088,0.3914,0.0829,0.2926,安全
135.7415,653,0.7603,0.014,0.0044,0.0167,0.0233,0.2516,0.1682,0.0545,0.3805,安全
93.7401,695,0.6879,0.0206,0.0239,0.0302,0.0,0.1646,0.05,0.0275,0.1966,欺骗
183.2722,677,0.7079,0.017,0.0099,0.0333,0.0155,0.2024,0.3061,0.0118,0.4688,安全
144.3244,615,0.698,0.0394,0.0001,0.036,0.0085,0.1003,0.2919,0.0166,0.3329,安全
145.5805,778,0.7172,0.034,0.0021,0.0095,0.0233,0.3686,0.296,0.02,0.3998,安全
137.5277,722,0.789,0.0252,0.0038,0.0097,0.0021,0.1998,0.2013,0.0238,0.217,安全
141.5236,818,0.7217,0.0382,0.0057,0.0054,0.0206,0.1526,0.1541,0.0208,0.3636,安全
182.3807,772,0.6062,0.1156,0.1072,0.2856,0.0,0.0646,0.227,0.0268,0.3378,安全
137.4874,713,0.8295,0.0218,0.0216,0.0117,0.0298,0.1164,0.1867,0.0326,0.4618,安全
116.3023,617,0.7999,0.0268,0.0032,0.0253,0.0124,0.2849,0.2478,0.0636,0.3989,安全
105.8819,676,0.6209,0.0119,0.0099,0.0264,0.0038,0.1326,0.3958,0.0,0.3611,安全
116.6784,762,0.7325,0.0246,0.0226,0.0212,0.0,0.1407,0.4414,0.0464,0.4911,安全
122.2549,618,0.7199,0.022,0.0045,0.0072,0.0028,0.134,0.2084,0.0346,0.3301,安全
126.9562,670,0.7746,0.0055,0.0037,0.0,0.0008,0.2337,0.3327,0.0754,0.4146,安全
100.539,733,0.7063,0.033,0.0235,0.0106,0.0017,0.15,0.1709,0.0079,0.5785,安全
168.4496,731,0.726,0.043,0.006,0.0457,0.0189,0.3008,0.2743,0.0107,0.3013,安全
145.8911,680,0.8958,0.015,0.0177,0.024,0.0178,0.301,0.2654,0.0437,0.4692,安全
167.4142,824,0.493,0.045,0.0,0.3339,0.0445,0.278,0.2911,0.0,0.4345,安全
118.7382,674,0.7131,0.0333,0.0045,0.0019,0.0281,0.2954,0.1515,0.0371,0.4636,安全
121.5198,667,0.7096,0.0043,0.0027,0.0269,0.0139,0.1846,0.1698,0.0164,0.3495,安全
145.5293,729,0.638,0.027,0.0127,0.0,0.0216,0.0815,0.1442,0.0569,0.5983,安全
134.7388,696,0.5298,0.0267,0.0057,0.0217,0.0034,0.0646,0.1199,0.0,0.3459,安全
146.7962,748,0.6568,0.0039,0.0211,0.0,0.017,0.2448,0.2045,0.0677,0.5395,安全
157.271,806,0.7804,0.0,0.0,0.2715,0.0488,0.1424,0.3397,0.067,0.3676,重放
81.8483,639,0.7316,0.0054,0.0304,0.0,0.0006,0.2777,0.2544,0.091,0.4473,安全
135.9338,609,0.7191,0.0389,0.0,0.0135,0.0,0.2429,0.1686,0.0587,0.4626,安全
127.1403,752,0.7757,0.0142,0.0,0.0084,0.015,0.0768,0.05,0.036,0.4825,安全
140.1712,735,0.6524,0.0299,0.0029,0.0329,0.0056,0.0924,0.1446,0.0933,0.2473,安全
98.0555,695,0.6555,0.0,0.0047,0.021,0.0274,0.1826,0.1543,0.0192,0.406,安全
123.8964,697,0.8776,0.0235,0.0089,0.0176,0.0332,0.1685,0.263,0.035,0.427,安全
137.7504,738,0.7067,0.0153,0.0213,0.0161,0.0012,0.2099,0.3623,0.0279,0.3711,安全
184.7378,776,0.6778,0.0249,0.0014,0.0312,0.0196,0.1231,0.1801,0.0063,0.4463,安全
173.6051,627,0.9647,0.0031,0.0149,0.0282,0.0156,0.1753,0.3513,0.0208,0.3201,安全
122.3202,654,0.7765,0.0508,0.0,0.0006,0.0302,0.2099,0.2769,0.0538,0.3781,安全
117.8696,566,0.6859,0.0226,0.0024,0.0,0.0213,0.1186,0.1979,0.0509,0.3243,安全
131.2742,968,0.4828,0.0099,0.0173,0.3171,0.0209,0.226,0.1551,0.1982,0.2366,安全
115.5274,685,0.6962,0.0143,0.0057,0.0192,0.0208,0.2498,0.0664,0.019,0.5208,安全
134.0219,675,0.8047,0.0162,0.0024,0.0335,0.0265,0.1713,0.3203,0.0695,0.2428,安全
152.222,591,0.7631,0.0066,0.0098,0.0146,0.0364,0.1073,0.1403,0.0349,0.5905,安全
163.1356,647,0.8188,0.0255,0.0077,0.0123,0.002,0.1602,0.1514,0.0304,0.4277,安全
146.7982,716,0.7486,0.0379,0.0012,0.0156,0.0175,0.1975,0.1054,0.0258,0.3577,安全
115.8775,943,0.7182,0.1309,0.0,0.2933,0.1255,0.4097,0.4488,0.0766,0.3543,安全
156.2679,755,0.7321,0.0254,0.0156,0.1831,0.0522,0.3097,0.3889,0.0858,0.8333,安全
121.6179,698,0.722,0.0347,0.0,0.0516,0.0087,0.0999,0.283,0.0115,0.5115,安全
129.3338,775,0.7848,0.0148,0.0207,0.0376,0.0255,0.1408,0.1837,0.0863,0.42,安全
129.9835,666,0.5887,0.0257,0.0316,0.0139,0.0144,0.1907,0.1746,0.0366,0.3057,安全
144.8815,704,0.6125,0.0108,0.0189,0.0175,0.0331,0.2462,0.2775,0.0333,0.4164,安全
125.0967,691,0.6431,0.0319,0.007,0.0211,0.0071,0.2572,0.3807,0.0511,0.3266,安全
88.3318,788,0.7043,0.0252,0.0305,0.0148,0.0365,0.2209,0.4143,0.0019,0.4737,欺骗
131.4741,871,0.6629,0.1336,0.0269,0.0722,0.0247,0.374,0.1711,0.199,0.2863,安全
129.636,642,0.6857,0.0286,0.0056,0.0311,0.0254,0.147,0.2036,0.0433,0.3185,安全
138.4249,765,0.7493,0.0139,0.0154,0.0045,0.0106,0.2168,0.05,0.0399,0.5106,安全
146.0975,761,0.696,0.0203,0.0278,0.0174,0.0081,0.2011,0.2686,0.0598,0.4741,安全
100.7829,664,0.7178,0.0113,0.0258,0.0,0.0022,0.2454,0.0732,0.0485,0.4775,安全
154.4474,668,0.7259,0.0108,0.0,0.0206,0.014,0.1278,0.2847,0.0405,0.2519,欺骗
139.3651,630,0.6903,0.0,0.015,0.027,0.0209,0.4075,0.2523,0.0217,0.4281,安全
118.6818,644,0.6103,0.0283,0.0159,0.0139,0.027,0.2933,0.3254,0.0434,0.502,安全
190.9349,750,0.6291,0.1569,0.0456,0.3194,0.1146,0.4926,0.0534,0.0099,0.5703,安全
110.7599,592,0.6881,0.0,0.007,0.0292,0.0375,0.2212,0.171,0.0608,0.5008,安全
116.0829,791,0.639,0.0009,0.0,0.0115,0.0,0.1757,0.189,0.0495,0.2497,安全
154.5957,758,0.7909,0.0098,0.0,0.0253,0.0293,0.1668,0.2946,0.0121,0.3613,安全
87.9615,700,0.7471,0.0432,0.0029,0.0131,0.0108,0.3586,0.0644,0.0149,0.2789,安全
138.1556,771,0.661,0.0023,0.0029,0.0254,0.0127,0.1281,0.3112,0.0399,0.4064,安全
159.911,680,0.7855,0.0107,0.0,0.0359,0.009,0.1685,0.2181,0.0355,0.3259,安全
162.3791,619,0.6595,0.0144,0.0039,0.024,0.0177,0.1147,0.3524,0.014,0.469,安全
114.9356,757,0.7824,0.0233,0.017,0.0217,0.0147,0.2334,0.1645,0.0873,0.4763,安全
158.3712,674,0.7378,0.0236,0.015,0.0307,0.0358,0.1716,0.2123,0.026,0.3286,安全
155.4648,863,0.4735,0.4077,0.0,0.1163,0.0758,0.4674,0.7194,0.0397,0.4081,安全
125.357,806,0.443,0.2843,0.045,0.0697,0.0629,0.2222,0.4862,0.1,0.2938,安全
146.3216,704,0.6904,0.0208,0.0278,0.0124,0.0093,0.0951,0.1636,0.0386,0.4618,安全
124.7602,604,0.7383,0.0217,0.0083,0.0,0.0395,0.1828,0.359,0.0221,0.3602,安全
122.4849,745,0.8719,0.0393,0.0196,0.0,0.0,0.0833,0.2508,0.048,0.3996,安全
169.5394,703,0.5889,0.2263,0.0089,0.001,0.0006,0.4811,0.3327,0.0188,0.4141,安全
153.4563,765,0.7872,0.0094,0.018,0.0108,0.0113,0.1768,0.2214,0.0679,0.3962,安全
182.0732,588,0.6961,0.3261,0.0732,0.0823,0.056,0.1791,0.3519,0.1344,0.4043,安全
131.5923,855,0.4403,0.4422,0.0002,0.0122,0.0752,0.4114,0.3953,0.0783,0.5783,安全
98.1005,631,0.6497,0.0106,0.0083,0.0187,0.0202,0.1755,0.2425,0.0177,0.4079,安全
141.9408,701,0.7473,0.0245,0.0042,0.0056,0.0065,0.1994,0.2638,0.0871,0.3541,安全
148.0887,625,0.7407,0.0299,0.0134,0.0122,0.0227,0.2488,0.3199,0.0518,0.362,安全
80.0,707,0.7541,0.0292,0.0036,0.0266,0.0162,0.0678,0.2869,0.0562,0.2725,安全
128.508,598,0.6981,0.0154,0.0134,0.017,0.0214,0.2132,0.3095,0.0224,0.3949,安全
89.8722,718,0.6256,0.0303,0.0027,0.0198,0.0164,0.3124,0.121,0.0461,0.3393,重放
124.7497,642,0.7108,0.1095,0.0347,0.0729,0.0545,0.2238,0.4906,0.0053,0.4387,安全
80.0,699,0.5911,0.0986,0.0406,0.0227,0.0312,0.2324,0.304,0.068,0.4549,安全
144.1468,700,0.7225,0.0082,0.0114,0.0146,0.0188,0.1629,0.1807,0.0392,0.3166,安全
141.9358,722,0.6943,0.0257,0.0244,0.0217,0.0107,0.1495,0.2858,0.0633,0.2829,安全
161.8455,792,0.9069,0.02,0.009,0.0184,0.0005,0.3076,0.1082,0.0223,0.2077,安全
156.8963,656,0.8672,0.0978,0.0302,0.2022,0.0558,0.2875,0.4528,0.2427,0.5302,安全
134.4525,771,0.6579,0.0199,0.0118,0.0303,0.0051,0.2412,0.3715,0.0618,0.3937,安全
149.2054,653,0.8097,0.0446,0.0003,0.0367,0.0178,0.132,0.2651,0.0797,0.2636,安全
104.5496,734,0.6462,0.0256,0.0007,0.0289,0.004,0.1994,0.2227,0.0518,0.3317,安全
190.3914,809,0.641,0.018,0.0779,0.1123,0.0604,0.2255,0.2305,0.0351,0.4127,安全
80.0,706,0.8174,0.0348,0.0169,0.0318,0.0008,0.1748,0.227,0.0729,0.4284,安全
162.423,703,0.6592,0.0224,0.0117,0.0198,0.018,0.2916,0.2759,0.0313,0.4225,安全
163.5241,839,0.6332,0.0715,0.0029,0.1813,0.0913,0.4938,0.497,0.123,0.5841,安全
138.6588,671,0.589,0.0328,0.0,0.0125,0.0271,0.1295,0.2138,0.0281,0.4977,安全
119.2326,744,0.7834,0.0052,0.0153,0.0075,0.0074,0.2632,0.1222,0.0635,0.4515,安全
132.4826,729,0.6108,0.4888,0.0064,0.1081,0.0032,0.2934,0.4573,0.1155,0.4675,安全
120.7349,629,0.7498,0.0222,0.0171,0.0024,0.0322,0.2511,0.2661,0.0447,0.3559,安全
89.4862,677,0.7137,0.0166,0.0137,0.0014,0.0032,0.3177,0.2432,0.0174,0.4259,安全
148.3586,663,0.6845,0.0181,0.0276,0.0163,0.0012,0.1338,0.05,0.0617,0.4257,安全
139.4217,716,0.662,0.0228,0.0155,0.0066,0.0306,0.2179,0.3689,0.0404,0.356,安全
108.2761,677,0.6191,0.0016,0.0157,0.0132,0.0058,0.2077,0.2187,0.0345,0.4718,安全
144.0943,602,0.6754,0.0116,0.0188,0.0275,0.0185,0.2947,0.2061,0.0489,0.268,安全
147.4333,713,0.6879,0.0135,0.0,0.0143,0.0029,0.1661,0.2633,0.0239,0.6101,安全
123.207,729,0.7806,0.0056,0.0065,0.0046,0.0148,0.188,0.3333,0.0447,0.5279,安全
250.4146,634,0.6929,0.2731,0.0625,0.0252,0.0442,0.1568,0.3302,0.0567,0.2376,安全
115.9236,607,0.7499,0.0194,0.0,0.0324,0.0208,0.0531,0.1257,0.0,0.4826,安全
158.6443,667,0.6463,0.031,0.0106,0.0047,0.0064,0.1961,0.2774,0.0,0.4502,安全
95.5332,717,0.7316,0.0195,0.0231,0.0202,0.0151,0.1813,0.3232,0.0436,0.2827,安全
129.6371,734,0.7737,0.0179,0.0096,0.0236,0.0271,0.3634,0.1422,0.0396,0.3836,安全
134.8996,685,0.8159,0.022,0.0118,0.0178,0.0189,0.1158,0.2531,0.027,0.4261,安全
80.0,638,0.5395,0.0083,0.0,0.0421,0.0204,0.2018,0.3099,0.0253,0.4039,安全
132.2954,749,0.8156,0.0034,0.0014,0.0054,0.0195,0.2009,0.3574,0.046,0.4748,安全
117.1337,684,0.6831,0.0165,0.0223,0.0065,0.0171,0.2587,0.2628,0.0449,0.3839,安全
143.3043,689,0.6986,0.0433,0.0192,0.0,0.0005,0.186,0.1415,0.0246,0.3548,安全
118.9095,653,0.6044,0.3648,0.0014,0.025,0.0,0.4561,0.3064,0.0726,0.314,安全
129.6896,769,0.5871,0.028,0.0127,0.0142,0.0282,0.0977,0.1537,0.0713,0.4532,安全
135.8596,578,0.6974,0.0352,0.0098,0.0277,0.003,0.1459,0.3175,0.0125,0.3002,安全
132.7253,742,0.6902,0.0324,0.0,0.0069,0.0026,0.2393,0.199,0.0412,0.3723,安全
166.9951,715,0.8265,0.0094,0.0375,0.0324,0.031,0.2595,0.223,0.0229,0.396,安全
172.9814,682,0.762,0.0434,0.0096,0.0,0.0123,0.1211,0.1512,0.0213,0.5636,安全
179.0745,701,0.6761,0.0332,0.0068,0.0226,0.0328,0.3035,0.3175,0.003,0.4915,安全
102.3915,737,0.7935,0.0159,0.0004,0.028,0.0156,0.1718,0.2087,0.0629,0.4741,安全
137.7952,647,0.768,0.0142,0.0,0.0,0.0126,0.2161,0.1488,0.0711,0.3183,安全
102.8171,707,0.5689,0.0272,0.024,0.0319,0.0009,0.0914,0.2946,0.0191,0.388,安全
99.4632,649,0.6207,0.0318,0.0148,0.0351,0.0133,0.3954,0.0944,0.0798,0.3487,安全
143.9413,676,0.7446,0.0268,0.0247,0.0158,0.006,0.1847,0.2097,0.0535,0.5816,安全
156.639,601,0.6253,0.0347,0.0,0.0246,0.0164,0.1903,0.366,0.0233,0.4529,安全
121.7961,650,0.8063,0.0324,0.0144,0.0022,0.0038,0.3169,0.3525,0.0317,0.4529,安全
152.1074,693,0.8204,0.038,0.0049,0.0234,0.0173,0.1811,0.2287,0.0665,0.243,安全
120.446,669,0.7193,0.0009,0.0075,0.0355,0.0318,0.2612,0.3133,0.0658,0.4386,安全
122.5292,806,0.6088,0.1758,0.0,0.03,0.0323,0.3018,0.2881,0.0354,0.2971,安全
104.2965,675,0.7638,0.0228,0.0273,0.0208,0.0167,0.1936,0.3662,0.0464,0.5608,安全
159.3049,814,0.6813,0.0527,0.009,0.0108,0.057,0.3122,0.241,0.1411,0.4247,安全
165.9992,691,0.6937,0.009,0.0,0.1546,0.0128,0.2222,0.05,0.1268,0.2987,安全
124.9124,719,0.6787,0.008,0.0,0.0154,0.0049,0.2127,0.209,0.055,0.4259,安全
152.0102,634,0.7889,0.014,0.0089,0.0233,0.0188,0.1588,0.1628,0.0296,0.3237,安全
141.5273,716,0.7685,0.034,0.0287,0.0256,0.0181,0.1783,0.2671,0.0489,0.4772,重放
120.785,786,0.5897,0.0268,0.0221,0.0053,0.0388,0.0736,0.276,0.0,0.4598,安全
142.5467,708,0.555,0.003,0.0029,0.0396,0.0099,0.2229,0.1388,0.0093,0.4111,安全
201.4125,1022,0.7599,0.0265,0.0027,0.1667,0.0457,0.2528,0.2219,0.1352,0.5258,安全
127.5453,732,0.7046,0.0075,0.0136,0.0231,0.003,0.2952,0.1086,0.0452,0.3565,安全
115.7419,664,0.6304,0.043,0.0078,0.0173,0.0242,0.2585,0.0629,0.0634,0.4849,安全
133.1162,670,0.7294,0.0392,0.0086,0.0231,0.0256,0.1666,0.2074,0.0185,0.4818,安全
139.0012,924,0.6712,0.029,0.0021,0.3868,0.0385,0.2449,0.1753,0.1091,0.4868,安全
129.7654,689,0.6415,0.0291,0.0131,0.01,0.0155,0.1696,0.3221,0.0614,0.3726,安全
110.3193,725,0.6924,0.0158,0.0,0.0251,0.0253,0.143,0.0812,0.029,0.4552,安全
144.9316,698,0.6591,0.0318,0.0,0.0137,0.0284,0.2427,0.238,0.0064,0.4189,安全
112.2095,728,0.7486,0.0,0.0223,0.0288,0.0137,0.1771,0.1994,0.0243,0.3544,安全
98.9978,877,0.7196,0.3654,0.018,0.0943,0.0,0.1704,0.0958,0.1763,0.5787,安全
98.5437,653,0.7495,0.0196,0.0063,0.0,0.0261,0.1366,0.2144,0.0688,0.4402,安全
80.4642,771,0.6412,0.0054,0.0285,0.0282,0.0062,0.2386,0.0952,0.0104,0.5447,安全
142.1812,578,0.7303,0.0221,0.0206,0.0,0.0046,0.2177,0.1789,0.0679,0.2479,安全
163.8672,733,0.98,0.1925,0.046,0.0822,0.0804,0.3438,0.1883,0.0693,0.4599,安全
152.4049,784,0.3458,0.3815,0.0413,0.0901,0.0402,0.2765,0.1082,0.1156,0.4981,安全
135.276,681,0.7582,0.0125,0.0,0.0116,0.0054,0.2095,0.3282,0.0579,0.4139,安全
128.3683,561,0.4835,0.0,0.0,0.145,0.0792,0.1545,0.1178,0.0557,0.5693,安全
96.4186,638,0.6412,0.0088,0.013,0.0182,0.0089,0.2513,0.2919,0.0,0.4153,安全
